dominio;documento;nome;uf;cidade;cep;data_cadastro;ultima_atualizacao;ticket
ppi.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;DF;Brasília;70150-900;2016-10-07 21:27:57;2018-01-24 13:25:35;16161706
presidencia.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;DF;Brasília;70150-900;2000-03-03 13:28:22;2011-09-19 00:22:20;276235
presidenciadarepublica.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;DF;Brasília;70150-900;2000-05-11 21:20:23;2006-03-29 18:27:45;337135
projetocrescer.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;DF;Brasília;70150-900;2016-08-15 18:22:41;2018-01-24 13:27:19;15961256
reformadaprevidencia.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;DF;Brasília;70150-900;2016-12-02 13:17:30;2016-12-02 13:17:30;16409586
regulacao.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;DF;Brasília;70150-900;2009-06-01 19:37:13;2009-06-01 19:37:13;5602143
senad.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;DF;Brasília;70150-900;1998-10-29 13:09:47;2020-05-05 20:44:21;123648
vidadacrianca.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;DF;Brasília;70150-900;2017-09-20 12:08:34;2017-09-20 12:08:34;17436845
cbnb.gov.br;000.394.429/0023-16;TERCEIRO COMANDO AEREO REGIONAL;RJ;Rio de Janeiro;20021-130;2005-10-24 16:34:04;2020-05-05 20:44:21;2392361
cgna.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;RJ;Rio de Janeiro;20021-130;2001-12-26 18:40:12;2019-04-11 11:15:31;701713
decea.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;RJ;Rio de Janeiro;20021-130;2001-12-26 18:40:17;2019-04-11 11:20:00;705211
icea.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;RJ;Rio de Janeiro;20021-130;2003-12-17 18:50:46;2018-12-19 17:53:44;1463809
cindacta2.gov.br;000.394.429/0055-01;Segundo Centro Integrado de Contr. Trafego Aéreo;PR;Curitiba;82510-901;2010-07-28 11:05:52;2020-01-13 18:33:47;7100525
dtceaaf.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-000;2009-10-01 19:28:22;2020-05-05 20:44:17;5995649
dtceagl.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-000;2009-09-30 13:51:34;2020-05-05 20:44:07;5995657
dtceagw.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-000;2009-09-30 13:51:34;2020-05-05 20:44:21;5995664
dtceamt.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-000;2009-09-30 13:36:06;2020-05-05 20:44:15;5995666
dtceasc.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-000;2009-09-30 13:36:06;2020-05-05 20:44:21;5995673
dtceasj.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-000;2009-09-30 13:36:06;2020-05-05 20:44:14;5995680
dtceasp.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-000;2009-09-30 13:36:06;2020-05-05 20:44:17;5995687
dtceast.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-000;2009-09-30 13:36:06;2020-05-05 20:44:22;5995699
dtceatmrj.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-000;2010-03-17 19:11:32;2020-05-05 20:44:11;6644696
srpv-sp.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-000;2008-10-06 17:13:09;2020-05-05 20:44:20;4917000
srpvsp.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-000;2008-10-03 19:05:01;2020-05-05 20:44:22;4854674
fab.gov.br;000.394.429/0122-06;Centro de Computação da Aeronáutica de Brasília;DF;Brasília;70045-900;2003-02-05 12:48:57;2017-09-24 13:42:10;1072309
cenipa.gov.br;000.394.429/0131-99;CENTRO DE INV E PREV DE ACIDENTES AERONÁUTICOS;DF;Brasília;71615-600;2006-09-06 19:54:06;2020-05-05 20:44:09;2998740
ciscea.gov.br;000.394.429/0133-50;COMISSAO DE IMPLANTACAO DO SISTEMA DE CONTROLE DO;RJ;Rio de Janeiro;20021-130;2005-03-17 20:01:07;2020-01-31 11:37:46;2044738
centelha.gov.br;000.394.437/0003-19;MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COM;DF;Brasília;70044-900;2019-03-12 19:02:53;2020-05-05 20:44:16;19385137
ciencianaescola.gov.br;000.394.437/0003-19;MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COM;DF;Brasília;70044-900;2019-04-02 12:14:23;2020-05-05 20:44:10;19454942
mctic.gov.br;000.394.437/0003-19;MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COM;DF;Brasília;70044-900;2016-07-27 11:33:06;2020-05-05 20:44:10;15892400
dominiopublico.gov.br;000.394.445/0003-65;Ministério da Educação;DF;Brasília;70047-900;2004-10-28 19:29:27;2020-05-05 20:44:09;1865552
educacao.gov.br;000.394.445/0030-38;Ministério da Educação;DF;Brasília;70047-900;2000-04-19 20:43:11;2020-05-05 20:44:14;308354
educacion.gov.br;000.394.445/0030-38;Ministério da Educação;DF;Brasília;70047-900;2000-04-19 20:43:12;2020-05-05 20:44:24;308380
education.gov.br;000.394.445/0030-38;Ministério da Educação;DF;Brasília;70047-900;2000-04-19 20:43:14;2020-05-05 20:44:06;308387
abcnaidadecerta.gov.br;000.394.445/0139-39;Ministério da Educação;DF;Brasília;70047-900;2012-08-09 13:49:35;2020-05-05 20:44:14;10265256
mec.gov.br;000.394.445/0139-39;Ministério da Educação;DF;Brasília;70047-900;1995-12-14 12:00:00;2020-05-05 20:44:21;4823
pracasdopac.gov.br;000.394.445/0139-39;Ministério da Educação;DF;Brasília;70047-900;2010-09-10 13:53:58;2020-05-05 20:44:13;7294520
simecpr.gov.br;000.394.445/0139-39;Ministério da Educação;DF;Brasília;70047-900;2011-08-10 12:26:06;2020-05-05 20:44:11;8651955
ibc.gov.br;000.394.445/0272-12;Instituto Benjamin Constant;RJ;Rio de Janeiro;22290-240;2004-06-08 20:28:32;2020-05-05 20:44:09;1675115
ines.gov.br;000.394.445/0273-01;Instituto Nacional de Educacao de Surdos;RJ;Rio de Janeiro;22240-003;2007-01-31 10:12:17;2020-05-22 16:00:52;3327564
proinfo.gov.br;000.394.445/0540-23;Ministério da Educação;DF;Brasília;70047-900;1998-07-01 21:35:27;2020-05-05 20:44:14;104376
exercito.gov.br;000.394.452/0001-03;MD/EB/Departamento de Ciência e Tecnologia;DF;Brasília;70630-100;1998-01-29 11:00:00;2020-01-16 12:54:16;84429
abrasil.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;1999-08-20 11:50:34;2020-01-21 20:30:26;190313
acesso.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2018-11-23 14:03:35;2020-01-23 20:21:27;18991671
almoxarifadovirtual.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2018-09-29 20:42:12;2020-02-07 20:58:40;18859756
avancabrasil.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;1999-08-20 11:50:35;2019-08-14 19:19:40;190314
avancar.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2017-10-16 16:44:42;2020-02-07 21:00:18;17555232
bancodeoportunidades.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;1999-09-10 18:30:30;2019-08-14 19:20:23;196982
bid2002brasil.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2001-11-14 17:57:46;2019-08-14 19:20:33;680509
catir.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2010-12-10 23:52:45;2019-08-14 19:23:12;7635212
colab.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2014-10-15 09:44:27;2020-01-21 13:47:39;13442567
colabora.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2015-01-05 13:06:40;2019-08-14 19:24:12;13676469
coletapilotocnae.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2008-12-01 12:15:35;2020-03-12 15:27:34;5059501
compraspublicasbrasil.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2018-05-10 17:58:21;2020-02-07 21:01:41;18334220
computadoresparainclusao.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2008-04-18 13:17:49;2019-08-14 19:25:36;4395624
conecta.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2017-10-24 18:34:54;2020-02-07 21:03:04;17618403
consultaprotocolo.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2014-11-05 16:30:10;2020-01-22 18:28:29;13521910
convenios.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2008-04-14 11:55:04;2020-02-07 21:04:10;4388176
d.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2000-03-16 22:35:17;2019-08-14 19:47:09;288085
data.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2011-10-21 17:04:27;2019-08-14 20:01:08;8893230
desafios.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2015-07-28 11:40:34;2019-12-10 13:25:55;14461468
e.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2002-07-25 18:22:59;2020-01-21 17:40:48;920707
economia.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2018-12-19 18:50:00;2019-08-14 20:01:55;19122159
eixos.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2000-05-09 14:02:58;2019-08-14 20:02:34;334520
fazenda.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;1995-08-28 12:00:00;2019-08-14 20:22:10;0
forumsipec.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2000-10-28 14:46:14;2019-08-14 20:03:06;455615
gestaoemdestaque.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2013-08-19 19:17:54;2020-03-12 15:29:01;11866076
gestaopublica.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2000-10-23 17:04:11;2020-01-27 21:07:15;451899
guiadeservicos.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2012-02-23 09:53:25;2020-01-22 18:38:15;9507584
inclusaodigital.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2005-08-05 20:10:25;2019-08-14 20:04:26;2269476
informacaoecidadania.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2009-11-24 12:33:07;2019-08-14 20:04:38;6298645
infra-estruturabrasil.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2000-09-01 15:25:16;2019-08-14 20:04:53;417422
infraestruturabrasil.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2000-09-01 15:25:11;2020-01-24 18:40:39;411465
infrastructurebrazil.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2000-09-01 15:25:12;2019-08-14 20:05:19;411467
inova.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2015-06-11 19:43:40;2020-02-14 21:14:49;14237728
investinbrazil.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2000-03-17 18:55:01;2019-08-14 20:05:51;288574
labcluster.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2012-10-26 09:30:37;2019-08-14 20:06:01;10664867
mercadopublico.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2008-04-15 18:45:28;2019-08-14 20:06:12;4382710
mp.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;1999-08-20 11:50:33;2020-04-07 17:55:41;186926
mulhergoverno.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2003-02-18 15:43:16;2020-01-23 20:36:05;1095512
noticias.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2013-03-26 12:22:02;2020-03-12 15:30:05;11251642
pac.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2007-05-04 18:08:04;2020-02-07 21:05:09;3544303
pen.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2014-10-15 09:44:27;2020-01-21 13:48:52;13442429
pensesimples.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2015-01-30 17:08:54;2019-12-11 19:00:58;13766917
pesquisa.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2015-07-28 11:40:34;2020-02-07 21:06:13;14461521
pgi.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2013-12-04 19:39:17;2020-03-12 15:31:54;12303676
planejamento.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;1999-10-28 18:51:08;2020-01-18 02:08:55;214372
planejamentoterritorial.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2008-09-29 18:24:50;2020-01-29 19:02:07;4895048
planobrasil.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2003-05-09 19:52:14;2020-03-12 15:32:43;1205422
plataformamaisbrasil.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2019-03-29 18:19:04;2020-02-07 21:07:12;19476863
portalmaisbrasil.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2019-03-29 18:19:04;2020-02-07 21:10:14;19476871
premio-e.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2002-09-10 15:02:45;2020-04-07 17:54:40;963854
processoeletronico.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2014-10-15 09:44:27;2020-02-07 21:08:08;13442571
processoeletroniconacional.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2014-10-15 09:44:27;2020-01-21 14:00:24;13442554
projetobrasilmunicipios.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2009-02-04 10:56:44;2019-08-14 20:09:46;5186358
protocolo.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2014-11-05 17:45:26;2020-01-22 18:27:09;13521904
protocolointegrado.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2013-03-21 12:02:07;2020-01-22 18:29:35;11219354
recadastramento.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2013-02-18 10:59:04;2020-02-07 21:09:04;11080147
rede.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2018-11-23 17:18:24;2020-02-14 21:08:20;19040864
redesocial.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2001-06-25 19:13:20;2019-08-14 20:10:40;591267
rexp.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2018-11-29 16:00:55;2020-02-14 21:09:17;18975761
sei.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2014-10-15 09:44:27;2020-01-21 13:46:08;13442575
seiatos.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2017-02-15 18:18:43;2020-02-14 21:10:06;16634917
servidor.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;1999-10-28 18:51:13;2020-02-14 21:10:57;214379
servir.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2013-02-05 13:24:36;2019-12-11 18:59:43;10991591
sgi.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2011-09-02 14:15:58;2020-01-27 21:06:33;8771412
sigepe.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2011-07-11 11:29:00;2020-03-24 15:43:52;8552320
sigplan.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2001-08-20 19:14:37;2020-01-24 18:41:23;626302
siorg.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2010-03-01 15:01:35;2019-12-10 13:24:14;6524018
sispac.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2011-08-30 18:34:05;2020-01-23 20:38:18;8747901
taxigov.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2017-01-26 17:27:30;2020-02-14 21:11:47;16555405
taxigov2.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2018-11-29 16:00:56;2020-02-14 21:12:34;19051907
versionamento.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2013-03-21 14:37:52;2019-08-14 20:14:12;11248869
vispublica.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2012-11-21 18:08:24;2020-01-23 20:34:30;10667427
xn--avanar-zua.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2018-01-09 18:19:54;2020-02-14 21:18:45;17827977
xn--guiadeservios-sgb.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2012-02-23 09:58:26;2020-01-22 18:39:07;9507597
xn--notcias-9ya.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;2013-03-26 12:27:03;2020-03-12 15:31:09;11252298
rfb.gov.br;000.394.460/0058-87;Ministerio da Economia;DF;Brasília;70048-900;2010-05-12 18:28:34;2020-03-16 13:50:09;6834837
stn.gov.br;000.394.460/0409-50;Secretaria do Tesouro Nacional;DF;Brasília;70048-900;2009-08-11 11:36:52;2020-05-27 12:36:29;5830758
tesouro.gov.br;000.394.460/0409-50;Secretaria do Tesouro Nacional;DF;Brasília;70048-900;2009-08-11 11:52:18;2020-05-27 12:35:42;5830730
tesourotransparente.gov.br;000.394.460/0409-50;Secretaria do Tesouro Nacional;DF;Brasília;70048-900;2015-05-26 13:34:23;2020-05-27 12:37:02;14171768
aprendendoaexportar.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2001-12-04 18:36:17;2020-05-05 20:44:05;690933
artesanatobrasileiro.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2018-03-28 12:34:33;2020-05-05 20:44:17;18186095
brasilmaisprodutivo.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2016-03-30 13:03:41;2020-05-05 20:44:25;15403365
camex.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2012-09-26 15:55:49;2020-05-05 20:44:22;10380069
comexresponde.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2014-07-29 10:45:30;2020-05-05 20:44:15;13158446
desenvolvimento.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2001-02-21 20:19:54;2020-05-05 20:44:24;514117
expofeiras.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2012-05-10 13:20:53;2020-05-05 20:44:15;9846518
exportadoresbrasilenos.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2012-08-16 14:37:56;2020-05-05 20:44:13;10318402
forumpermanente.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2011-08-05 12:37:00;2020-05-05 20:44:15;8658832
industria40.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2018-02-21 17:15:03;2020-05-05 20:44:22;18047317
mdic.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;1999-03-15 14:56:43;2020-05-05 20:44:11;146981
portaldoempreendedor.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2009-06-30 13:50:18;2020-05-05 20:44:20;5695847
sembarreiras.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2017-09-11 19:35:43;2020-05-05 20:44:12;17415786
startuppoint.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2018-11-22 14:30:34;2020-05-05 20:44:24;18997266
supertec.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2017-02-14 19:57:32;2020-05-05 20:44:24;16614188
vitrinedoexportador.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;2004-08-19 12:27:39;2020-05-05 20:44:20;1774074
consumidor.gov.br;000.394.494/0001-36;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;2001-12-13 18:37:05;2020-05-19 23:02:20;697240
conasp.gov.br;000.394.494/0005-60;Secretaria Nacional de Segurança Pública;DF;Brasília;70064-900;2009-11-16 17:11:34;2020-04-16 17:59:41;6231775
infoseg.gov.br;000.394.494/0005-60;Secretaria Nacional de Segurança Pública;DF;Brasília;70064-900;2003-06-11 10:41:21;2020-04-21 15:22:33;1233804
senasp.gov.br;000.394.494/0005-60;Secretaria Nacional de Segurança Pública;DF;Brasília;70064-900;2010-05-13 13:32:35;2020-04-16 18:01:05;6855036
depen.gov.br;000.394.494/0008-02;Departamento Penitenciário Nacional;DF;Brasília;70713-020;2017-08-30 13:06:55;2020-05-05 20:44:18;17371954
defesadoconsumidor.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;2016-04-04 15:06:50;2020-04-16 17:47:23;15427301
denatran.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;2002-04-12 19:30:38;2020-04-21 15:23:00;768317
enccla.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;2007-03-28 17:43:20;2020-04-16 17:52:37;3446190
justica.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;2002-02-01 13:49:06;2020-04-16 17:54:05;724843
migrantes.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;2013-11-14 13:06:11;2020-04-16 17:54:46;12187693
mj.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;1996-05-17 12:00:00;2020-04-16 17:55:56;7908
sinesp.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;2012-04-20 15:44:26;2020-04-21 15:24:05;9754732
traficodepessoas.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;2013-06-11 11:56:50;2020-04-16 17:57:47;11572672
dou.gov.br;000.394.494/0016-12;Imprensa Nacional/Presidência da República;DF;Brasília;70610-460;1997-01-07 11:00:00;2020-05-05 20:44:20;27356
in.gov.br;000.394.494/0016-12;Imprensa Nacional/Presidência da República;DF;Brasília;70610-460;1996-11-20 11:00:00;2020-05-05 20:44:14;22790
dpf.gov.br;000.394.494/0080-30;DEPARTAMENTO DE POLICIA FEDERAL;DF;BRASILIA;70610-901;1996-07-16 12:00:00;2019-01-11 21:50:39;11801
pf.gov.br;000.394.494/0080-30;DEPARTAMENTO DE POLICIA FEDERAL;DF;BRASILIA;70610-901;2009-01-22 10:18:04;2019-01-11 20:12:01;5189629
policiafederal.gov.br;000.394.494/0080-30;DEPARTAMENTO DE POLICIA FEDERAL;DF;BRASILIA;70610-901;2009-01-22 10:18:04;2019-01-11 20:19:51;5189653
dprf.gov.br;000.394.494/0104-41;Departamento de Polícia Rodoviária Federal;DF;Brasília;70610-200;1998-10-05 12:29:15;2020-05-15 20:24:48;117380
prf.gov.br;000.394.494/0104-41;Departamento de Polícia Rodoviária Federal;DF;Brasília;70610-200;2003-05-30 19:43:46;2020-05-15 20:54:02;1227299
marinha.gov.br;000.394.502/0394-31;DIR COMUNICACOES E TECNOLOGIA DA INFORMACAO DA MB;RJ;Rio de Janeiro;20010-000;2009-08-17 18:25:35;2020-04-14 19:47:55;5899323
mb.gov.br;000.394.502/0394-31;DIR COMUNICACOES E TECNOLOGIA DA INFORMACAO DA MB;RJ;Rio de Janeiro;20010-000;2009-08-07 13:48:46;2020-04-14 19:48:13;5858626
mps.gov.br;000.394.528/0005-16;Ministerio da Previdencia Social;DF;Brasília;70059-900;2003-02-12 18:31:27;2018-12-07 08:56:03;1097821
brasilcultura.gov.br;000.394.536/0004-81;MINISTERIO DAS RELACOES EXTERIORES;DF;Brasília;70170-900;2001-10-03 14:45:26;2011-09-06 22:47:32;652566
portalconsular.gov.br;000.394.536/0004-81;MINISTERIO DAS RELACOES EXTERIORES;DF;Brasília;70170-900;2012-02-08 12:47:57;2017-04-26 13:23:57;9391847
rio20.gov.br;000.394.536/0004-81;MINISTERIO DAS RELACOES EXTERIORES;DF;Brasília;70170-900;2011-05-13 10:23:55;2012-10-02 11:48:51;8216116
